ipeds_id,institution name,year,HD2019.State abbreviation,institution name,HD2019.City location of institution,HD2019.State abbreviation,HD2019.ZIP code,"DRVIC2019.Tuition and fees, 2018-19","DRVIC2019.Tuition and fees, 2019-20",HD2019.Institution size category,HD2019.State abbreviation,HD2019.Sector of institution,HD2019.Level of institution,HD2019.Control of institution,HD2019.Degree-granting status,HD2019.Historically Black College or University,HD2019.Tribal college,HD2019.Degree of urbanization (Urban-centric locale),DRVEF122019.12-month full-time equivalent enrollment: 2018-19
455886,Tricoci University of Beauty Culture-Libertyville,2019,Illinois,Tricoci University of Beauty Culture-Libertyville,Libertyville,Illinois,60048,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Large,135
455895,Tricoci University of Beauty Culture-Bridgeview,2019,Illinois,Tricoci University of Beauty Culture-Bridgeview,Bridgeview,Illinois,60455,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Large,260
457031,Capri Beauty College,2019,Illinois,Capri Beauty College,New Lenox,Illinois,60451,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Large,63
457527,Ambria College of Nursing,2019,Illinois,Ambria College of Nursing,Hoffman Estates,Illinois,60192,,,"Under 1,000",Illinois,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,No,No,City: Small,121
457536,Midwestern Career College,2019,Illinois,Midwestern Career College,Chicago,Illinois,60202,,,"Under 1,000",Illinois,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,No,No,City: Large,395
457545,Paul Mitchell the School-Normal,2019,Illinois,Paul Mitchell the School-Normal,Normal,Illinois,61761,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Midsize,124
457554,Innovations Design Academy,2019,Illinois,Innovations Design Academy,Canton,Illinois,61520,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Town: Distant,15
458265,Midwest Technical Institute-East Peoria,2019,Illinois,Midwest Technical Institute-East Peoria,East Peoria,Illinois,61611,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Large,858
458274,Paul Mitchell the School-Chicago,2019,Illinois,Paul Mitchell the School-Chicago,Chicago,Illinois,60607,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,City: Large,273
459374,Universal Spa Training Academy,2019,Illinois,Universal Spa Training Academy,Downers Grove,Illinois,60515,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Large,177
460145,Illinois Media School-Chicago Campus,2019,Illinois,Illinois Media School-Chicago Campus,Chicago,Illinois,60605,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,City: Large,125
461582,Estelle Skin Care and Spa Institute,2019,Illinois,Estelle Skin Care and Spa Institute,Skokie,Illinois,60077-9945,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,City: Small,100
462053,State Career College,2019,Illinois,State Career College,Waukegan,Illinois,60085-5129,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Large,177
462345,The Salon Professional Academy-Shorewood,2019,Illinois,The Salon Professional Academy-Shorewood,Shorewood,Illinois,60404-8789,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Large,114
469638,Midwest Technical Institute-Moline,2019,Illinois,Midwest Technical Institute-Moline,Moline,Illinois,61265-4421,,,"Under 1,000",Illinois,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,City: Small,570
470393,Tricoci University of Beauty Culture-Chicago NE,2019,Illinois,Tricoci University of Beauty Culture-Chicago NE,Chicago,Illinois,60626-5232,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,City: Large,109
475653,Reflections Academy of Beauty,2019,Illinois,Reflections Academy of Beauty,Decatur,Illinois,62523-1208,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,City: Small,49
476489,Larry's Barber College,2019,Illinois,Larry's Barber College,Chicago,Illinois,60628-2322,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,City: Large,210
476674,Curve Metric School of Hair Design,2019,Illinois,Curve Metric School of Hair Design,Elmwood Park,Illinois,60707-1118,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Large,38
481085,Verve College,2019,Illinois,Verve College,Oak Brook,Illinois,60523,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Large,339
481739,Empire Beauty School-Vernon Hills,2019,Illinois,Empire Beauty School-Vernon Hills,Vernon Hills,Illinois,60061-1519,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Large,86
481748,Empire Beauty School-Stone Park,2019,Illinois,Empire Beauty School-Stone Park,Stone Park,Illinois,60165-1010,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Large,130
482167,Trenz Beauty Academy,2019,Illinois,Trenz Beauty Academy,Calumet City,Illinois,60409,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Large,289
482477,DeVry University-Illinois,2019,Illinois,DeVry University-Illinois,Chicago,Illinois,60618,17509,17798,"10,000 - 19,999",Illinois,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,No,No,City: Large,13030
483258,Networks Barber College,2019,Illinois,Networks Barber College,Calumet City,Illinois,60409,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Large,50
483328,Paul Mitchell the School-Lombard,2019,Illinois,Paul Mitchell the School-Lombard,Lombard,Illinois,60148,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Large,170
483911,Creative Touch Cosmetology School,2019,Illinois,Creative Touch Cosmetology School,Waterloo,Illinois,62298-1609,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Town: Fringe,24
484084,Debutantes School of Cosmetology and Nail Technology,2019,Illinois,Debutantes School of Cosmetology and Nail Technology,Dekalb,Illinois,60115-3301,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Small,51
485139,SAE Institute of Technology-Chicago,2019,Illinois,SAE Institute of Technology-Chicago,Chicago,Illinois,60610-3132,,,"Under 1,000",Illinois,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,No,No,City: Large,302
486345,HVAC Technical Institute,2019,Illinois,HVAC Technical Institute,Chicago,Illinois,60632-4457,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,City: Large,95
487533,Tricoci University of Beauty Culture-Elgin,2019,Illinois,Tricoci University of Beauty Culture-Elgin,Elgin,Illinois,60123-9412,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,City: Midsize,113
487968,CAAN Academy of Nursing,2019,Illinois,CAAN Academy of Nursing,Matteson,Illinois,60443-3821,,,"Under 1,000",Illinois,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Large,95
488086,Northwest Suburban College,2019,Illinois,Northwest Suburban College,Rollng Meadows,Illinois,60008-4504,,,"Under 1,000",Illinois,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Large,24
488396,Phipps Academy of Barbering,2019,Illinois,Phipps Academy of Barbering,Richton Park,Illinois,60471-1404,,,"Under 1,000",Illinois,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Large,89
492227,Skokie Institute of Allied Health and Technology,2019,Illinois,Skokie Institute of Allied Health and Technology,Glenview,Illinois,60026,,,Not reported,Illinois,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",No,No,Suburb: Large,
494852,Stautzenberger College-Rockford Career College,2019,Illinois,Stautzenberger College-Rockford Career College,Rockford,Illinois,61108-3900,14918,16549,"Under 1,000",Illinois,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,No,No,City: Midsize,605
